Year,Units,Zeitreihe,Art des Empfängers/Bereitstellers,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2015,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2016,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2017,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2018,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2019,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2020,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2021,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0.0
2022,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,7.0
2023,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,25.0
2024,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,181.0
2025,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,338.0
2026,Kumulierte Anzahl,Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,455.0
