Year,Units,Zeitreihe,Art des Empfängers/Bereitstellers,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,7
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,25
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,181
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,338
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,455
